5195.00000	5195.64172	speech
5197.25805	5794.54059	music
5795.91746	5799.25986	speech
5797.12472	6259.84308	music
6262.69660	6579.93560	music
6583.36780	6623.19728	speech
6607.98186	7008.91066	music
7016.41361	7029.83311	speech
7026.92971	7380.13696	music
7382.80091	7390.97234	music
7383.96825	7414.15964	speech
7416.32472	7669.84853	music
7673.62993	7695.88934	speech
7677.09206	7696.12880	music
7697.16644	7709.06939	speech
7713.15011	7719.14649	speech
7716.42268	8077.70159	music
8078.78912	8495.45215	music
8503.57370	8539.22268	speech
8548.03265	8558.77823	speech
8562.16054	8572.04807	speech
8565.16372	8890.85351	music
8897.48844	8900.12245	speech
8911.04762	9103.00136	music
9100.79637	9131.00771	speech
9130.81814	9376.89887	music
9384.56145	9397.27256	speech
9395.94558	9400.92426	music
9398.61950	9405.39410	speech
9403.35873	9731.27347	music
9755.30884	9896.43810	music
9898.40363	9910.40635	speech
9914.61678	10266.99592	music
10267.87392	10284.40635	speech
10268.78186	10291.25079	music
10286.50159	10293.85488	speech
10324.73469	10371.66803	music
10357.91927	10395.25442	speech
10395.67347	10400.62222	speech
10407.71610	10544.03628	music
10552.90612	10560.69841	speech
10553.97370	10569.72789	music
10572.17234	10604.75828	speech
10597.72426	10614.68571	music
10608.21043	10624.11429	speech
10617.70884	10822.25397	music
10832.59048	10875.03911	music
