5195.00000	5430.48835	music
5430.48835	5438.26756	speech
5440.66116	5785.34009	music
5491.52524	5560.64055	music
5663.26630	5736.27122	music
5785.34009	5795.81211	speech
5795.81211	5804.48892	speech
5804.48892	5822.74015	music
5822.74015	5829.02336	speech
5829.02336	6258.67522	music
5849.36899	5880.18664	speech
5891.25706	5989.99321	music
6046.84129	6063.29732	speech
6063.29732	6115.05900	music
6133.31023	6186.26871	music
6220.67676	6258.67522	music
6258.67522	6264.36003	speech
6264.36003	6574.03250	music
6310.43690	6356.81297	music
6404.98424	6430.41628	music
6501.02759	6564.75729	music
6574.03250	6582.70932	speech
6582.70932	6624.89658	speech
6606.34615	7004.28276	music
6627.88859	7004.28276	music
6641.65181	6649.13182	speech
6647.93502	6654.21823	speech
6822.06969	6825.36089	speech
7004.28276	7013.85718	speech
7006.97557	7012.36118	speech
7018.04599	7030.91161	speech
7026.12440	7358.98491	music
7026.12440	7369.00813	music
7073.99647	7138.92297	music
7201.45587	7242.44633	music
7301.68802	7349.56010	music
7354.04810	7370.50413	speech
7370.50413	7414.33700	speech
7381.12575	7385.76335	speech
7392.04656	7400.00000	speech
7414.33700	7417.62820	speech
7416.13220	7645.31975	music
7449.64265	7484.79870	music
7501.25473	7538.35559	music
7595.80207	7657.13817	music
7651.30376	7668.05899	music
7665.51578	7673.44459	speech
7668.05899	7717.87586	speech
7717.87586	7726.55268	speech
7717.87586	8074.97161	music
7731.48948	8056.72038	music
7746.29991	7815.41521	music
7891.41213	7925.82018	speech
7899.04174	7907.26975	speech
7915.04896	7921.03297	speech
7942.87461	7959.77943	music
7968.45625	8014.08432	music
8074.97161	8079.16042	speech
8079.16042	8493.55305	music
8093.37244	8097.00000	speech
8137.65411	8151.86613	speech
8155.00773	8368.93606	music
8368.93606	8388.38409	speech
8372.37687	8378.36088	speech
8385.09289	8388.38409	speech
8388.38409	8484.12824	music
8430.12256	8433.56336	speech
8488.61625	8495.64746	speech
8489.66345	8502.67867	speech
8502.67867	8573.58918	speech
8523.02430	8526.46510	speech
8539.33072	8545.76354	speech
8558.77875	8562.51876	speech
8576.88038	8885.20646	music
8576.88038	8887.30086	music
8887.30086	8897.62328	speech
8897.62328	8904.65449	speech
8907.34729	9096.89078	music
8911.98490	9096.89078	music
8918.71691	8935.92093	music
8946.84175	8990.67462	music
9020.14586	9066.82114	music
9096.89078	9102.72519	speech
9098.53638	9129.80283	speech
9130.99963	9374.69841	music
9134.59004	9370.50960	music
9258.60863	9265.49024	speech
9315.90552	9320.39352	speech
9374.69841	9383.00000	speech
9384.42242	9407.01206	speech
9407.01206	9740.02217	music
9433.04250	9726.70775	music
9562.14750	9567.53311	speech
9613.90918	9626.32600	speech
9733.00000	9746.45498	speech
9741.96697	9890.07120	music
9752.43899	9763.95821	speech
9772.00000	9778.46943	speech
9782.00000	9786.24864	speech
9791.78385	9798.36626	speech
9822.60150	9868.22957	music
9890.07120	9904.43282	speech
9893.66161	9915.50324	speech
9915.50324	10267.96138	music
9921.78645	10267.96138	music
9938.24247	10009.45218	music
10083.35470	10099.21232	speech
10099.21232	10134.51798	music
10169.22523	10173.71324	speech
10207.22369	10235.04933	speech
10235.04933	10267.96138	music
10267.96138	10297.88143	speech
10284.71661	10384.35036	speech
10339.76949	10375.67355	speech
10384.35036	10402.60159	speech
10404.99519	10543.52500	music
10456.75687	10465.43368	speech
10504.92815	10509.00000	speech
10543.52500	10554.89462	speech
10549.50901	10562.07543	speech
10572.24825	10581.52346	speech
10577.03546	10581.52346	speech
10593.00000	10624.30913	speech
10624.30913	10900.47115	music
10627.89954	10822.97824	music
10648.24517	10697.91244	music
10740.09971	10781.38937	music
10816.69503	10822.97824	music
10834.04865	10875.03911	music
10869.65351	10875.03911	music
