5195.000000	5430.488347	instrumental
5195.000000	5430.488347	music
5430.488347	5438.267559	noise
5440.661162	5785.340092	music
5440.661162	5785.340092	instrumental
5491.525240	5560.640547	singing
5663.266304	5736.271217	singing
5785.340092	5795.812108	noise
5795.812108	5804.488921	speech
5804.488921	5822.740149	music
5804.488921	5822.740149	instrumental
5822.740149	5829.023359	noise
5829.023359	6258.675219	instrumental
5829.023359	6258.675219	music
5849.368990	5880.186638	speech
5891.257055	5989.993207	singing
6046.841294	6063.297319	speech
6063.297319	6115.058999	singing
6133.310227	6186.268708	singing
6220.676761	6258.675219	singing
6258.675219	6264.360028	noise
6264.360028	6574.032504	music
6264.360028	6574.032504	instrumental
6310.436899	6356.812970	singing
6404.984244	6430.416283	singing
6501.027592	6564.757290	singing
6574.032504	6582.709318	noise
6582.709318	6624.896582	speech
6606.346154	7004.282765	instrumental
6627.888587	7004.282765	music
6641.651808	6649.131820	speech
6647.935018	6654.218227	noise
6822.069685	6825.360890	speech
7004.282765	7013.857180	noise
7006.975570	7012.361178	speech
7018.045987	7030.911606	speech
7026.124399	7369.008126	instrumental
7026.124399	7358.984911	music
7073.996473	7138.922972	singing
7201.455869	7242.446332	singing
7301.688023	7349.560096	singing
7354.048103	7370.504128	noise
7370.504128	7414.336996	speech
7381.125745	7385.763352	noise
7392.046561	7400.000000	noise
7414.336996	7417.628201	noise
7416.132198	7645.319751	instrumental
7416.132198	7645.319751	music
7449.642650	7484.798704	singing
7501.254729	7538.355586	singing
7595.802075	7657.138169	singing
7651.303760	7668.058986	instrumental
7665.515782	7673.444594	noise
7668.058986	7717.875862	speech
7717.875862	7726.552676	noise
7717.875862	8074.971611	instrumental
7731.489483	8056.720383	music
7746.299906	7815.415212	singing
7891.412129	7925.820182	speech
7899.041741	7907.269753	noise
7915.048965	7921.032974	noise
7942.874608	7959.779434	singing
7968.456247	8014.084318	singing
8074.971611	8079.160418	noise
8079.160418	8493.553054	instrumental
8093.372439	8097.000000	noise
8137.654107	8151.866129	speech
8155.007734	8368.936063	music
8368.936063	8388.384093	speech
8372.376868	8378.360877	noise
8385.092888	8388.384093	noise
8388.384093	8484.128240	music
8430.122557	8433.563362	noise
8488.616247	8495.647458	speech
8489.663448	8502.678668	noise
8502.678668	8573.589177	speech
8523.024300	8526.465105	noise
8539.330725	8545.763535	noise
8558.778755	8562.518760	noise
8576.880383	8887.300860	instrumental
8576.880383	8885.206456	music
8887.300860	8897.623276	noise
8897.623276	8904.654486	speech
8907.347290	9096.890782	instrumental
8911.984898	9096.890782	music
8918.716908	8935.920934	singing
8946.841751	8990.674619	singing
9020.145864	9066.821136	singing
9096.890782	9102.725191	noise
9098.536384	9129.802832	speech
9130.999634	9374.698409	instrumental
9134.590040	9370.509602	music
9258.608630	9265.490241	speech
9315.905518	9320.393525	noise
9374.698409	9383.000000	noise
9384.422424	9407.012058	speech
9407.012058	9740.022170	instrumental
9433.042498	9726.707750	music
9562.147497	9567.533105	noise
9613.909176	9626.325996	speech
9733.000000	9746.454980	noise
9741.966973	9890.071201	instrumental
9752.438989	9763.958207	noise
9772.000000	9778.469429	noise
9782.000000	9786.248641	noise
9791.783850	9798.366260	noise
9822.601497	9868.229567	music
9890.071201	9904.432823	noise
9893.661606	9915.503240	speech
9915.503240	10267.961382	instrumental
9921.786450	10267.961382	music
9938.242475	10009.452184	singing
10083.354698	10099.212322	speech
10099.212322	10134.517977	singing
10169.225230	10173.713237	speech
10207.223688	10235.049331	speech
10235.049331	10267.961382	singing
10267.961382	10297.881428	speech
10284.716607	10384.350361	noise
10339.769492	10375.673547	speech
10384.350361	10402.601589	speech
10404.995192	10543.525005	music
10404.995192	10543.525005	instrumental
10456.756872	10465.433685	noise
10504.928146	10509.000000	noise
10543.525005	10554.894623	noise
10549.509014	10562.075434	speech
10572.248249	10581.523464	speech
10577.035457	10581.523464	noise
10593.000000	10624.309129	speech
10624.309129	10900.471154	instrumental
10627.899535	10822.978235	music
10648.245166	10697.912443	singing
10740.099707	10781.389371	singing
10816.695025	10822.978235	singing
10834.048652	10875.039115	music
10869.653506	10875.039115	singing
